feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
1.0013721174107841,2.4589682918043527,1.3727772827809095,-0.3767421980456509,2.4015836610303523,0.4898622033697223,-0.6119874758268082,0.18496258734208662,0.03221241209500203,-1.2228971106029194,0
-0.937568132122631,1.2248978971446072,2.8839758869025074,-0.2827689015347177,-1.2325890641689152,1.7807514372229143,-0.22745007184346608,-0.6295942318637977,1.2674489789412373,0.727817436002014,1
0.6675189729348079,1.259890437269322,-0.1814305494362397,2.5274430341073493,0.33649978882090087,-0.7733188939629085,0.16374339003032842,-0.6723935843265022,1.1479493330325583,-1.9105730518500068,0
-1.2833589785999715,0.33811787409726124,1.0634587391499186,1.4016621561644684,1.045056145231206,-1.3070805203245617,-0.3697112041653311,-0.42158231144029273,2.016314698892643,2.3986575328037145,1
1.0226048967402606,1.0787066511411618,0.28379923191870216,-0.2350852007485884,-2.7452995536723845,-0.623963318146376,-1.0789816362763338,-0.4894142344944204,-1.0824425307900398,-1.5124314700996422,0
0.03203080281219539,1.8350650596062477,2.4922087779718614,-0.23282392792348028,2.602479874874313,1.6069060060477707,-0.3819431856656926,0.6632733812644779,0.6288058305751876,-0.543610670482811,1
-0.12904636632279898,2.212009782993824,0.7442781720560455,-0.18850234789208842,-0.8456893114465224,-1.2471877338619684,-1.2549463108530812,-0.6866045318482008,0.5942214223539629,-1.0538306641661421,1
-2.071129314544268,-0.08352067713687283,-0.9057904397605111,-2.544429152861061,-0.27811986436633407,0.8278307211716429,-0.052869425186118875,0.8530151882434975,0.06764397241451384,-2.9742275971584773,0
-1.335815277721347,0.923788152766728,3.1368544776414624,-1.0749492865089252,-1.0828405288683434,2.1576379280618116,-1.2700009858168428,0.007350674919699149,-0.06005816598484098,-2.270912021879457,1
-0.5722853679396775,1.3242828128712305,-0.12597900558476627,-0.8255821741089311,-0.753707644861746,0.16905595057859224,0.4105808173779564,0.10142296423965788,1.2343430026189408,-0.04430347247631705,1
2.3012985858554056,-2.5030161349683633,-1.820052686963128,-2.1357059717164244,-0.06015449940512768,0.08194347218222964,-1.2287858895353179,0.7796961821794943,-5.530609985073689,-2.927499265985399,0
-0.3325267152489706,-2.2957481689722634,-0.7033684360541956,-0.9977189656598004,-0.7287901963773834,-1.7287988465186768,-1.719969188593624,-0.8507827486281534,-2.5434249860866047,0.25648838755034364,0
-0.68624209488335,0.19497653929379155,1.1169976891109428,0.5772461605781636,0.3939905721750079,1.0247680834054842,0.22349863968986455,0.29003780305390187,0.9202422605659454,-0.33797460651557953,1
0.5291295847394075,3.1671885158309663,2.8296772071440026,-2.826795759082781,0.0867610754626467,-1.4291480206974698,-3.8522127465206077,-0.6626914834880354,-2.0162724265079617,-1.2044753416265408,1
-1.442201901540229,-0.0002129667139900704,1.4856348536281132,1.5137695939917841,0.5656329018867201,-0.9396449111431853,-0.12931803557529506,-0.3346038545302957,2.2627490412949753,3.518732474280847,1
-1.861252777867791,-0.7693976220669299,-1.3243290616180037,-1.2092709398309651,-0.5338446438149185,-0.4427591537759521,0.23701038422191828,0.9948686937879384,0.6446486792750996,-0.3844984327429265,0
-0.19146782365560489,-1.6524947496324895,-3.0623712904630676,-3.7658898149604436,-0.32832094269055984,1.344795719749555,1.2190198206488345,-0.012365938242364536,-1.946006871885206,-1.5373302207447876,0
0.18103924471967803,2.1449174697481204,1.4973697728130582,-1.746897514380089,1.117933822727152,-1.3664144908193625,-1.8041278297179006,0.22623808866742148,-0.23990756788631856,1.6953895190670516,1
-3.394749994651191,0.4324935740121647,0.2170055521702594,0.4793114630195603,0.4334524416994807,-1.8524552526608284,-0.7395689165216388,0.9341414422336946,2.8576462637679483,0.03457723655470235,0
-0.3577104784374544,0.9634292499299224,-0.4219982702352296,0.6075185314841303,2.8013729896349786,-1.791672724734668,0.264881182136112,-1.0886348430590387,1.869047803031884,2.8131686178691124,1
0.41446456386927233,-2.042981943146493,0.6337457985684258,-0.8059053328250296,0.7791306255883522,-0.9008761560932675,-2.5721592596264595,-0.17963037272551532,-3.7613281108555388,-1.4453192983145622,0
-1.1773124612506725,0.7788648994547613,-2.150433112305731,-0.04737432585999235,-1.661580989177992,-0.37088890431452726,1.6582014690248916,-0.07627815173958268,2.435375798413902,-0.5199432294912505,0
0.4517930578751248,-2.194087859058027,0.9052412358909254,0.4005264643913189,0.6205008990991628,-2.636489004387934,-3.444133488855842,-0.30466783375565604,-3.6695096886201015,-0.2742968454094783,0
-1.1606721394909099,0.8183491335515954,-2.7587762293307687,-2.3341926927051917,-0.05321243627298323,-0.019954594929272096,0.9726123069765358,-0.689655504900944,0.7520630680271068,-2.7575025538852964,1
-1.7955179660682896,0.7824182134883235,0.6078980167719785,1.769526654871047,0.039569724133648135,-3.6763728217886147,-2.459547291805841,-1.3135277983539944,1.2019592463562596,-0.9244968177777284,0
